articleID;reviewerID
28297;7433055|7432917|7432885
28298;7433080|7433060|7432963
28299;7433027|7432971|7433028
28300;7432874|7432987|7433024
28301;7433070|7432881|7433055
28302;7432899|7432921|7432970
28303;7432866|7433111|7432913
28304;7433011|7432946|7432906
28305;7432880|7433087|7432891
28306;7433063|7433084|7432913
28307;7433001|7432898|7433110
28308;7433098|7432947|7432916
28309;7432996|7432946|7432999
28310;7433038|7433074|7432891
28311;7432894|7433089|7433075
28312;7432882|7432911|7432925
28313;7432982|7432899|7433095
28314;7433012|7432900|7433085
28315;7432868|7433039|7433014
28316;7433057|7433006|7432895
28317;7432896|7433102|7433051
28318;7432982|7433026|7432962
28319;7433047|7433000|7432882
28320;7432901|7432960|7433052
28321;7432943|7433091|7432866
28322;7432903|7432898|7433007
28323;7433027|7432883|7432991
28324;7432915|7432952|7432994
28325;7433019|7432986|7432866
28326;7432912|7432960|7432881
28327;7433080|7433053|7433063
28328;7433055|7433107|7432899
28329;7433074|7433073|7432996
28330;7433050|7432926|7433036
28331;7432987|7433079|7432929
28332;7433035|7432890|7433107
28333;7432882|7433113|7433102
28334;7432923|7432881|7432987
28335;7433101|7433040|7433088
28336;7432946|7433081|7433090
28337;7433101|7432990|7432952
28338;7433022|7432946|7432890
28339;7433032|7433096|7433040
28340;7432954|7432965|7432968
28341;7432876|7433064|7433107
28342;7432866|7432988|7432969
28343;7433099|7432952|7432976
28344;7433083|7433082|7432897
28345;7432886|7432992|7433087
28346;7433100|7432924|7432903
28347;7432914|7433043|7433030
28348;7433100|7432926|7433008
28349;7433098|7433054|7432866
28350;7433015|7432902|7433087
28351;7432942|7432882|7433041
28352;7432911|7433067|7433105
28353;7432962|7433090|7432877
28354;7433106|7433062|7433035
28355;7433107|7432926|7433049
28356;7432904|7433052|7433084
28357;7432981|7432990|7433028
28358;7433080|7433025|7433082
28359;7433003|7432944|7433037
28360;7432961|7432964|7433032
28361;7432869|7432865|7432873
28362;7433027|7433058|7433035
28363;7433038|7433053|7433060
28364;7433023|7432992|7432932
28365;7432958|7432905|7433039
28366;7432952|7432915|7433042
28367;7432958|7433008|7433020
28368;7432974|7432919|7433070
28369;7432934|7433039|7432942
28370;7432909|7432886|7432965
28371;7432927|7433091|7432908
28372;7432935|7432882|7433077
28373;7433090|7432898|7432934
28374;7433048|7433044|7433076
28375;7432918|7433113|7433070
28376;7433038|7433021|7433102
28377;7433108|7432977|7433084
28378;7433044|7433103|7432874
28379;7432873|7432888|7432935
28380;7432999|7432918|7432963
28381;7433034|7432898|7433059
28382;7432938|7432976|7432904
28383;7433066|7432981|7433103
28384;7432984|7432900|7432866
28385;7433059|7432911|7433086
28386;7432942|7433003|7432909
28387;7432956|7433062|7433043
28388;7433107|7433086|7433113
28389;7432928|7432903|7433058
28390;7432979|7433047|7432934
28391;7432998|7433058|7433011
28392;7432931|7432923|7433083
28393;7432867|7432972|7433053
28394;7432937|7433082|7433113
28395;7433068|7432882|7432980
28396;7433025|7432877|7432904
28397;7433049|7433024|7432953
28398;7433112|7432921|7433093
28399;7433083|7432980|7433108
28400;7433088|7432986|7432955
28401;7432917|7432908|7432902
28402;7432971|7432890|7432985
28403;7432976|7432998|7432997
28404;7432924|7433033|7433022
28405;7433034|7432933|7432948
28406;7433029|7433082|7433106
28407;7432945|7432913|7432960
28408;7433019|7432935|7433065
28409;7433040|7432960|7433055
28410;7432890|7433111|7432887
28411;7432972|7432915|7433057
28412;7433059|7433076|7433095
28413;7432870|7433102|7433016
28414;7432874|7433030|7432932
28415;7432890|7433070|7432880
28416;7432907|7432937|7432978
28417;7433042|7432971|7432882
28418;7432993|7433075|7433012
28419;7432909|7433076|7432965
28420;7433026|7432929|7433089
28421;7433064|7432931|7433033
28422;7433095|7432908|7433015
28423;7432890|7432886|7433047
28424;7433052|7433058|7432978
28425;7433080|7432986|7433007
28426;7432883|7432968|7433041
28427;7432983|7432889|7433055
28428;7432987|7432994|7432875
28429;7432954|7432868|7432951
28430;7433099|7433074|7432913
28431;7433012|7433016|7433106
28432;7432966|7432957|7433109
28433;7433007|7433062|7433019
28434;7432947|7433066|7433086
28435;7432876|7432971|7432877
28436;7432944|7432985|7433019
28437;7432958|7433040|7432874
28438;7433113|7433081|7432980
28439;7432952|7433036|7433086
28440;7432969|7433041|7433107
28441;7433018|7433014|7433042
28442;7433028|7433023|7432878
28443;7432916|7433057|7432950
28444;7432987|7432933|7433081
28445;7433056|7432962|7433008
28446;7432949|7433056|7433092
28447;7433009|7433043|7433082
28448;7432955|7433046|7433101
28449;7432887|7433095|7433021
28450;7433030|7432911|7432921
28451;7432875|7432979|7433084
28452;7432978|7433051|7432966
28453;7432951|7432877|7432892
28454;7432991|7432934|7433096
28455;7432991|7433021|7433017
28456;7432963|7433082|7432991
28457;7432945|7432937|7433065
28458;7433094|7433011|7432915
28459;7433110|7433029|7433083
28460;7433099|7433095|7432969
28461;7432896|7433002|7433038
28462;7433029|7432986|7433042
28463;7432904|7433028|7432893
28464;7432947|7433096|7433015
28465;7433101|7433038|7433046
28466;7432983|7432941|7432880
28467;7433070|7432984|7433075
28468;7433080|7433000|7432866
28469;7433053|7432886|7433029
28470;7433079|7433070|7432941
28471;7433088|7433099|7433083
28472;7433075|7432874|7433093
28473;7433093|7432932|7432879
28474;7433057|7433020|7432978
28475;7433042|7432980|7433014
28476;7432937|7433087|7432868
28477;7432961|7432906|7433019
28478;7432906|7432980|7432961
28479;7432926|7432929|7433053
28480;7433081|7432961|7433044
28481;7433041|7432993|7432929
28482;7432892|7432960|7432900
28483;7432962|7432907|7432880
28484;7433011|7433059|7433032
28485;7432964|7433014|7433039
28486;7432950|7433022|7432897
28487;7432982|7433094|7433077
28488;7432930|7433100|7432925
28489;7432973|7432900|7432991
28490;7433031|7433023|7432906
28491;7433066|7432942|7432878
28492;7432880|7432924|7432984
28493;7433079|7433021|7433027
28494;7433045|7432901|7432965
28495;7432934|7432990|7432982
28496;7432907|7432968|7433027
28497;7433079|7433029|7433013
28498;7432951|7432894|7432980
28499;7433021|7433055|7433107
28500;7432997|7432912|7433096
28501;7433068|7433016|7433001
28502;7433003|7433054|7433004
28503;7433105|7432909|7433006
28504;7432954|7433106|7433102
28505;7432966|7433045|7432897
28506;7433075|7433054|7432993
28507;7433033|7433042|7433076
28508;7433074|7432871|7432984
28509;7433021|7432896|7433108
28510;7432891|7432921|7432994
28511;7433015|7433069|7432950
28512;7432866|7433092|7433013
28513;7433085|7432937|7432887
28514;7433081|7432909|7432880
28515;7432980|7433002|7433019
28516;7433084|7432892|7432931
28517;7432994|7432904|7433017
28518;7433054|7432868|7432978
28519;7432933|7433080|7433005
28520;7433004|7433071|7433023
28521;7433013|7432904|7433057
28522;7433075|7432926|7432971
28523;7433006|7432892|7432956
28524;7433078|7432943|7432919
28525;7432933|7432997|7433015
28526;7432957|7433047|7432895
28527;7433078|7433047|7432942
28528;7433004|7433056|7432870
28529;7432963|7433024|7432909
28530;7433049|7433014|7433106
28531;7432941|7432924|7432997
28532;7432865|7433018|7432933
28533;7432942|7432887|7433045
28534;7432902|7433028|7432956
28535;7433095|7433066|7432867
28536;7432953|7433062|7433112
28537;7432982|7433008|7433089
28538;7432912|7432903|7432968
28539;7433026|7433053|7432875
28540;7432998|7432928|7432894
28541;7433111|7433021|7432868
28542;7432881|7432878|7433007
28543;7432986|7433110|7433023
28544;7433102|7433012|7432932
28545;7433083|7433065|7433019
28546;7432965|7432895|7432925
28547;7433020|7432900|7433069
28548;7432958|7432876|7433103
28549;7432967|7432988|7433079
28550;7433092|7432890|7433050
28551;7433088|7432915|7432992
28552;7432998|7432891|7432883
28553;7433031|7433073|7433015
28554;7433027|7432904|7432928
28555;7432909|7433028|7433044
28556;7433033|7433097|7433046
28557;7432905|7432903|7433087
28558;7432958|7432998|7433055
28559;7433075|7432985|7433086
28560;7433049|7432921|7433096
28561;7433024|7433084|7432891
28562;7433032|7433085|7433072
28563;7432870|7432918|7432949
28564;7432911|7432988|7432959
28565;7433025|7432895|7433024
28566;7433009|7433030|7433007
28567;7433063|7433050|7433088
28568;7432986|7433029|7433058
28569;7432928|7432946|7433063
28570;7433057|7432941|7433063
28571;7432896|7432874|7433110
28572;7433070|7433068|7432953
28573;7432884|7432908|7432911
28574;7433046|7432949|7432909
28575;7433061|7432983|7432910
28576;7432904|7432952|7432928
28577;7432974|7433099|7432940
28578;7433100|7433016|7432954
28579;7432903|7433036|7432878
28580;7432912|7433078|7433013
28581;7433013|7433072|7433095
28582;7432925|7433101|7432986
28583;7432999|7432885|7433005
28584;7432995|7432933|7433033
28585;7432986|7433069|7432908
28586;7432876|7432994|7433056
28587;7432948|7432891|7432977
28588;7432882|7433052|7433003
28589;7433083|7432969|7433049
28590;7433016|7432899|7432888
28591;7432959|7432913|7432890
28592;7432966|7433067|7432996
28593;7432963|7433051|7433040
28594;7433065|7432901|7432911
28595;7433104|7432924|7432961
28596;7432928|7433017|7432918
28597;7432928|7433020|7433018
28598;7433008|7432990|7433022
28599;7433042|7432946|7433039
28600;7432955|7432974|7433108
28601;7433097|7433098|7432966
28602;7432900|7432886|7433011
28603;7432897|7433078|7432925
28604;7432968|7433095|7432899
28605;7432949|7432885|7432979
28606;7432866|7433075|7433044
28607;7433064|7433087|7433076
28608;7433059|7432925|7433024
28609;7433096|7432977|7432925
28610;7432871|7433003|7433101
28611;7432929|7433105|7432915
28612;7432976|7432948|7432949
28613;7433033|7433063|7433079
28614;7432984|7433059|7432907
28615;7433108|7432904|7433078
28616;7432955|7433007|7432878
28617;7432884|7433016|7432866
28618;7433056|7432912|7432982
28619;7432876|7432886|7433079
28620;7432943|7433002|7433100
28621;7432976|7433031|7433036
28622;7433063|7432873|7432926
28623;7433068|7433000|7432931
28624;7433106|7432977|7432869
28625;7433059|7432921|7432918
28626;7433036|7432944|7433065
28627;7432899|7432933|7432917
28628;7432938|7432985|7433035
28629;7433099|7433032|7432985
28630;7433078|7432977|7432875
28631;7432982|7433026|7433044
28632;7432866|7433106|7432992
28633;7432901|7433081|7433060
28634;7433009|7433088|7432892
28635;7432922|7432896|7433069
28636;7433046|7433090|7432979
28637;7432938|7432927|7432887
28638;7433022|7432907|7433038
28639;7432892|7433109|7433096
28640;7432897|7433078|7433037
28641;7432898|7432955|7433016
28642;7432976|7432941|7433005
28643;7432925|7433010|7432986
28644;7433069|7432916|7433019
28645;7433111|7432889|7433062
28646;7432912|7432961|7433021
28647;7433073|7433085|7432867
28648;7433032|7433071|7433045
28649;7432940|7432903|7432965
28650;7433011|7432993|7432911
28651;7432892|7433063|7433068
28652;7433000|7432979|7432920
28653;7432922|7433079|7433025
28654;7433100|7432922|7432934
28655;7432940|7432954|7433112
28656;7432927|7433063|7433036
28657;7433016|7433078|7433084
28658;7433031|7432892|7433011
28659;7433093|7432885|7433017
28660;7433025|7432983|7432973
28661;7433004|7433051|7433082
28662;7432921|7432888|7432985
28663;7433041|7432952|7432982
28664;7433053|7432869|7432887
28665;7432908|7433061|7432951
28666;7432982|7433109|7433072
28667;7432907|7432897|7432994
28668;7432988|7433004|7433079
28669;7433100|7433092|7433084
28670;7433079|7433035|7432924
28671;7432979|7432890|7432960
28672;7433057|7433096|7433066
28673;7433085|7433072|7433090
28674;7432987|7432906|7433079
28675;7432945|7432944|7432992
28676;7432953|7432929|7433048
28677;7432938|7432985|7432939
28678;7433084|7432964|7433060
28679;7432993|7432940|7433025
28680;7432913|7432956|7433108
28681;7432921|7433064|7432894
28682;7433070|7432978|7432870
28683;7433047|7433073|7432955
28684;7433063|7432973|7432870
28685;7432914|7432936|7433004
28686;7433096|7432911|7432919
28687;7432916|7433078|7433041
28688;7432981|7433007|7432943
28689;7433088|7433090|7433103
28690;7432988|7432927|7432960
28691;7433053|7432945|7432929
28692;7433072|7433098|7432938
28693;7432909|7433085|7433070
28694;7433048|7432927|7432920
28695;7432925|7433010|7432940
28696;7432907|7433031|7433107
28697;7432886|7433090|7433029
28698;7432937|7433002|7432957
28699;7432940|7432906|7433009
28700;7433062|7433081|7433020
28701;7433066|7432948|7433056
28702;7433076|7432954|7432895
28703;7432874|7432880|7433020
28704;7432924|7433094|7433068
28705;7433013|7432937|7432925
28706;7432907|7433085|7432941
28707;7433079|7433008|7433087
28708;7433083|7433108|7432983
28709;7433090|7432937|7433104
28710;7432984|7432978|7432929
28711;7432952|7433092|7433021
28712;7432910|7432987|7433072
28713;7433064|7432941|7432974
28714;7432910|7432947|7432875
28715;7432930|7432963|7433043
28716;7433022|7432965|7432879
28717;7432966|7433015|7432993
28718;7433003|7432965|7433064
28719;7432996|7433032|7433018
28720;7433064|7432919|7433048
28721;7433086|7432997|7433024
28722;7432903|7433051|7432866
28723;7433020|7432876|7432870
28724;7433043|7432945|7433109
28725;7432926|7433037|7433002
28726;7432904|7432962|7432898
28727;7432915|7433105|7432907
28728;7432913|7432931|7433004
28729;7432975|7433023|7432991
28730;7433007|7432910|7432987
28731;7432974|7432866|7433067
28732;7432970|7432930|7433110
28733;7433082|7432976|7432906
28734;7433034|7433111|7432943
28735;7432937|7432980|7432967
28736;7432965|7432951|7433025
28737;7432955|7433099|7433025
28738;7433008|7432922|7433028
28739;7432918|7432977|7433017
28740;7432943|7433087|7432871
28741;7432993|7432965|7432878
28742;7432990|7432991|7432986
28743;7432988|7433004|7432962
28744;7433008|7433101|7432925
28745;7433107|7432931|7433071
28746;7432993|7432870|7432901
28747;7433042|7432873|7432891
28748;7432969|7432949|7433102
28749;7432888|7432865|7433018
28750;7433047|7433113|7433063
28751;7432980|7432950|7432978
28752;7432877|7432946|7432997
28753;7433025|7433013|7433086
28754;7432898|7432943|7432959
28755;7433032|7433035|7432903
28756;7432889|7433041|7433067
28757;7433108|7432989|7433018
28758;7432902|7432883|7433069
28759;7433028|7433016|7432930
28760;7433059|7433011|7432989
28761;7433017|7432946|7432998
28762;7433055|7432916|7432978
28763;7432917|7433092|7432930
28764;7432973|7433031|7432948
28765;7433058|7432881|7433038
28766;7432880|7432972|7432893
28767;7432989|7432894|7432961
28768;7432907|7433100|7433051
28769;7432976|7433034|7433067
28770;7432951|7433024|7432889
28771;7432910|7433070|7432995
28772;7432975|7432876|7432869
28773;7432990|7432916|7432903
28774;7433025|7433083|7432896
28775;7432918|7432867|7432924
28776;7432999|7432887|7433073
28777;7432938|7433095|7433022
28778;7432966|7432976|7433101
28779;7432931|7433030|7433014
28780;7432954|7432992|7433020
28781;7432975|7432922|7432969
28782;7432899|7432867|7432945
28783;7432949|7432930|7432898
28784;7432977|7432980|7433015
28785;7433085|7432976|7433005
28786;7433069|7432903|7433068
28787;7432935|7432940|7433045
28788;7432895|7432865|7433012
28789;7432867|7432972|7432995
28790;7432872|7432939|7432897
28791;7432883|7432930|7432980
28792;7433023|7433089|7432925
28793;7432932|7432984|7432948
28794;7432995|7432894|7432879
28795;7432980|7432984|7432924
28796;7432972|7433099|7433013
28797;7433027|7433016|7432904
28798;7433104|7432953|7433046
28799;7432924|7432914|7433014
28800;7433048|7432920|7433113
28801;7432976|7433103|7433104
28802;7432944|7432951|7433090
28803;7433055|7432902|7433052
28804;7432927|7432994|7432990
28805;7433088|7433032|7432959
28806;7432906|7433037|7432999
28807;7433015|7433016|7432997
28808;7432970|7433007|7433100
28809;7433050|7433060|7433096
28810;7432918|7433027|7432945
28811;7433047|7433032|7433034
28812;7432952|7433030|7433037
28813;7432871|7432921|7433060
28814;7432869|7432936|7432943
28815;7432894|7433064|7432875
28816;7433039|7432909|7433031
28817;7433004|7433085|7432878
28818;7432917|7433004|7432893
28819;7432900|7433074|7433026
28820;7432973|7433022|7433032
28821;7432879|7433005|7432965
28822;7432868|7433042|7432980
28823;7433107|7432946|7433016
28824;7432933|7432955|7433014
28825;7432934|7433074|7432970
28826;7433020|7432954|7432883
28827;7432934|7433044|7433090
28828;7433080|7432889|7433071
28829;7433103|7432989|7432975
28830;7433006|7432905|7432902
28831;7432964|7432972|7432985
28832;7433014|7432928|7433057
28833;7433017|7433100|7432951
28834;7433020|7433062|7433047
28835;7432892|7433018|7432953
28836;7433063|7433022|7433054
28837;7432988|7432888|7432942
28838;7432968|7433048|7433013
28839;7433051|7432928|7432902
28840;7432947|7433075|7433011
28841;7432923|7433070|7432969
28842;7432868|7433035|7433104
28843;7433025|7433037|7432978
28844;7433102|7432930|7433035
28845;7432890|7433058|7433099
28846;7432968|7433071|7433083
28847;7433095|7432883|7432918
28848;7433109|7433025|7432932
28849;7432894|7433038|7432885
28850;7432929|7433108|7433075
28851;7432869|7432913|7433048
28852;7433112|7433033|7432869
28853;7433006|7432956|7433106
28854;7433006|7433074|7433087
28855;7432967|7433054|7433017
28856;7433042|7432875|7432952
28857;7433043|7432990|7432972
28858;7432868|7432923|7432978
28859;7432908|7432876|7432941
28860;7433023|7432995|7433070
28861;7433031|7432882|7433002
28862;7433092|7433074|7433109
28863;7433046|7432977|7432925
28864;7433084|7433042|7433060
28865;7432866|7433100|7433019
28866;7433068|7432949|7432951
28867;7432974|7433086|7433008
28868;7432887|7433017|7433024
